#Table1
specobjid,oiii_5007_flux,oiii_5007_flux_err,h_beta_flux,h_beta_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err
636181038573316096,214.6794,16.44036,98.91177,15.97306,558.6741,32.0165,788.5266,30.66588
1928745769465047040,118.6641,8.945068,74.73403,8.501215,144.7721,11.20957,126.4157,10.51282
2832796397483354112,55.48438,5.734834,34.55673,4.735008,88.40635,6.51404,109.8868,7.269496
3185256675925846016,32.11982,2.535954,21.6263,2.210872,64.67981,3.005635,63.31187,3.057636
654191041234102272,66.95015,6.949616,93.7262,6.014457,646.7882,11.27373,361.9231,10.75793
3100830669161392128,149.2708,5.793809,832.6299,8.7063,7764.896,48.01043,4741.003,26.40671
3105295790629742592,86.02824,7.101796,40.26621,5.161083,80.17516,6.942142,89.62,8.270837
2561518282683213824,1868.851,14.24721,1289.027,10.29816,13482.17,588.0063,1157.015,8.120209
2571600804293142528,462.0355,16.38534,114.9231,14.64674,350.5398,18.81114,386.3233,18.88319
1829605543241607168,102.5857,9.104051,108.9401,7.548131,582.6293,15.27352,413.7291,15.40859
1794719686076688384,736.9949,9.323365,772.2027,8.495472,2895.579,21.31021,792.3568,8.158831
2942115894857328640,5015.691,33.54153,1735.3,13.3515,6185.803,37.29698,675.3439,6.07131
887383163532240896,75.92509,5.101024,177.4989,5.05334,801.6859,10.53329,410.2394,8.294985
2445613273182136320,437.4836,6.318165,736.7997,7.44241,3255.661,19.65213,999.2396,7.447646
514607482698491904,171.6011,8.758154,754.1227,11.94669,3209.964,29.73813,2005.167,21.0198
1874668199920822272,37.13248,3.933345,31.96688,3.852888,88.71162,4.860401,91.36058,4.813654
1875837805666527232,59.69249,4.882188,89.66411,4.425347,466.8225,7.287819,336.528,7.146982
443765948722210816,54.77234,3.108995,20.45427,2.615618,73.46342,3.674497,90.33938,3.752074
1917549442089641984,585.2499,16.65565,96.83932,10.87178,287.0373,17.05519,278.4561,16.48565
504526335444543488,103.1774,11.92002,64.18906,10.30844,147.4253,15.34062,209.0202,16.77663
749937609819580416,48.91881,3.358612,109.4191,3.374374,343.5617,4.910129,155.9269,4.132948
749996158813759488,50.12107,3.528708,39.82523,3.555642,113.4494,4.77323,132.9302,4.405072
2968028903328737280,21.71961,1.997053,17.54804,1.743181,92.536,2.686964,67.01106,2.611831
3110987412302489600,82.02875,9.409563,48.27552,9.636245,164.3297,15.5018,215.0643,13.88903
548380632317716480,35.62173,2.465094,55.51481,2.418547,174.6842,2.806466,104.6454,2.746056
550578830721443840,1510.62,18.6672,910.3036,12.56204,3310.609,27.98002,882.5734,13.04539
2651632058064988160,1826.258,19.39817,1107.254,13.81329,5518.173,39.50558,3339.275,25.93456
590012267123206144,96.38772,7.185013,383.0048,8.282586,1387.184,15.54495,694.0907,11.69356
592336914363738112,137.0189,6.73704,672.5318,9.084181,3259.652,32.3522,1183.314,13.51023
2991582648465385472,54.47893,7.91915,73.26811,8.209137,197.618,13.22892,189.5051,12.86695
554067031779993600,121.4247,3.782188,468.6282,5.362811,2751.297,17.35087,1329.873,9.125164
1467108102926002176,175.2885,8.244754,654.1502,10.16373,3021.58,24.97514,1725.61,16.8212
1002128201117362176,154.2365,8.046695,44.782,5.296945,173.0696,8.205438,245.4339,9.784154
1192412982542362624,1743.406,19.47846,1661.83,17.23048,5878.867,45.81894,1554.088,14.532
1791423624826087424,994.2809,15.86992,429.6107,12.47193,1823.711,25.63732,1529.395,21.91788
603493379141036032,520.5664,12.92499,840.7063,13.56431,4881.967,39.84047,2740.887,27.34329
666643554621220864,59.01332,5.589213,82.29792,4.972581,356.5822,7.982963,290.929,8.261633
668835981142550528,242.9898,8.274556,2526.197,20.35079,9994.48,56.66294,3545.336,21.55837
2403901093797980160,108.2171,9.492756,281.4247,9.344771,1269.173,18.58674,548.6845,15.19468
3240437313582426112,33.92199,3.269411,56.84223,3.040776,171.5769,3.730943,114.2342,4.025399
457269600040544256,1375.126,35.85133,893.8438,8.634017,3638.934,38.99651,744.4879,6.885433
1890482203687675904,6923.906,51.56449,2027.236,23.18591,9007.248,67.09882,5358.045,42.39027
643025224601724928,41.82707,5.750039,31.88369,5.397388,82.85461,7.211619,67.62585,6.965138
2446633339122116608,162.5672,8.245229,359.1968,8.282338,1612.713,17.41266,749.6603,13.66073
3344069859993479168,61.79113,6.547112,85.17157,6.343073,530.8751,11.50079,311.0701,10.22831
465080531650897920,146.9625,11.26819,221.3347,10.72695,1162.381,20.3988,722.5759,17.56404
2241829225180981248,195.194,13.40344,161.5564,13.02263,467.7974,20.87903,324.6467,18.45731
2243951562802096128,106.3101,12.99183,104.8214,13.01318,242.8895,20.0878,235.4353,19.52655
2582967006164707328,60.78317,1.957676,94.3121,1.863296,404.7273,3.43847,179.0498,2.581405
532582024381229056,130.5701,4.561821,35.5944,3.260782,112.7137,3.65704,63.12643,3.548274
837685511375054848,338.9511,10.19935,364.1421,9.098857,1365.608,17.91575,703.2765,13.92277
1961444682533726208,360.2298,8.372718,1132.099,13.57116,4102.184,32.12367,1350.743,13.25937
2844058975685601280,80.75883,6.192713,28.08064,4.036507,138.7333,6.761836,135.7143,8.022085
1874732521351047168,73.94783,3.935688,91.67425,3.496616,536.8188,6.566541,403.2687,6.573775
637276152372684800,35.96411,6.119605,63.29774,6.837162,92.65132,7.989454,103.941,8.220439
2821616837089847296,81.0508,6.280461,51.23298,5.592076,136.318,8.123918,155.2486,8.314696
2821665215601469440,294.2163,12.22756,123.3301,10.56438,506.8439,19.27263,909.3129,20.26717
797209738302482432,104.806,4.028805,747.3621,7.103901,2778.738,16.21923,1016.676,7.146421
740968343665666048,159.6949,8.806551,391.7705,9.853896,1616.085,21.79016,760.7196,15.21799
1611268370005518336,67.18091,7.464637,34.32082,6.139626,110.4646,9.459357,172.5343,10.75038
2161793022801504256,291.9623,8.385423,163.2982,7.408543,690.3578,13.31316,854.5138,12.90852
1551583856350488576,459.0843,15.99958,232.1178,14.34995,659.0656,25.26219,1049.085,25.93456
443653248780363776,199.4774,2.324216,434.6039,2.970049,1687.322,6.629254,639.6384,3.173944
2106713538738284544,216.3923,10.89435,110.538,8.403098,419.3155,13.97008,295.6513,13.81443
582208758172641280,49.95271,3.959733,169.2189,4.161956,682.2465,7.532054,279.9547,5.6551
2723682236221122560,52.67744,4.293106,27.05825,3.288701,85.25519,4.843891,133.4168,5.776277
654158880518989824,208.4687,6.150431,68.49149,4.881441,278.3849,7.347785,346.3397,7.808549
811785415085287424,46.46917,4.422127,43.52632,4.440342,95.40961,5.993533,99.09053,5.745997
1146172197308491776,2749.29,26.80344,3270.262,28.54061,16598.63,130.084,7289.781,47.36082
3089555177955420160,87.3298,8.842058,137.9081,9.219748,788.512,17.80889,571.8261,16.29942
486414629887567872,139.8146,7.567023,82.7543,6.473866,448.6612,12.76327,577.8047,13.44695
841205047810353152,118.2134,11.35977,78.9101,9.678241,404.7256,18.19933,468.7492,19.43486
968330858517784576,56.41619,4.560118,37.83551,4.45901,117.2535,6.299795,178.8297,6.219587
972926267382851584,299.7671,14.78054,212.8167,11.90911,898.6118,23.30167,1274.404,26.44567
1479510319209408512,71.68056,4.613948,22.47028,3.952294,116.4147,5.45572,153.5428,5.507944
3243869989505099776,536.6819,12.36284,141.8775,8.947906,448.3108,13.88313,586.8164,13.80484
1007794534257551360,1302.814,14.36515,417.2638,7.758028,1502.731,13.87929,1001.818,10.94353
532575427311462400,176.7543,6.990289,111.2034,6.246157,265.7087,8.458536,209.0114,7.83979
2287908939058145280,560.5691,12.78713,1035.339,14.07207,4496.923,38.27449,1445.838,17.76845
2816010150828075008,1169.688,11.65772,903.2375,9.272229,3050.78,22.6045,949.1982,8.832312
1916435076065814528,97.08389,12.42444,64.41727,9.619615,382.7682,17.85526,485.2495,20.11115
2798008123367909376,81.149,6.933506,30.49152,4.459037,87.73166,6.1934,127.1413,8.044055
1380442392099842048,182.3117,17.78973,166.2574,18.45178,594.1346,31.15874,564.3146,28.65332
2793396770091067392,213.7396,7.087414,1910.431,15.62015,9145.261,57.16011,3631.537,23.92468
1606755699474327552,147.3787,9.496978,91.00201,7.964308,323.4474,13.22187,372.6053,13.8682
506703093723850752,43.67199,3.038541,32.085,2.860101,83.36719,4.208355,77.99361,3.988218
2191148610853300224,1515.987,20.63433,435.0816,10.38026,1567.432,21.48231,552.7787,13.55123
519204266087311360,100.5197,9.937743,82.61692,9.86493,164.519,13.9431,145.2044,12.98307
2194381449933645824,398.7131,18.18488,237.3577,16.31523,822.1804,27.67074,1185.772,28.51062
2900491676537612288,149.7898,8.894814,52.08299,6.505534,221.9852,11.49286,264.4351,12.57058
3115468742390212608,92.30627,12.89907,57.44889,10.10885,120.4376,14.26497,176.0915,17.31778
914245057467410432,190.3147,15.53428,124.406,14.51566,332.2785,24.29399,472.5334,24.84644
1863540326791145472,1719.03,16.74709,942.7699,12.60561,4338.363,30.58262,2433.037,17.06159
2577353998885480448,239.6462,11.06635,2123.262,23.5152,11383.15,89.22208,4015.806,34.70883
2361153725340346368,4263.219,34.70227,410.1265,12.71743,1955.421,27.40337,3082.215,29.85765
2036830235789387776,156.3724,11.19356,94.25719,10.15714,331.2788,17.14324,408.8345,16.99851
1011151068798674944,58.36701,8.050517,37.60159,6.462433,106.0081,9.076328,110.5363,9.469048
1351148927327430656,68.73001,4.034716,230.4039,4.753888,914.2114,9.157735,374.9038,6.032237
1929895853493872640,568.8781,13.91887,150.6886,8.179737,468.9442,13.54809,389.582,13.70814
1086577288767629312,93.63377,11.48885,222.4413,9.992073,1794.495,27.50607,1201.184,24.13927
1046000089421604864,4072.924,34.4453,389.5215,11.63178,2085.451,27.2242,2478.793,27.26992
2188856128320858112,47.74178,5.322879,30.08989,4.498259,72.51556,6.201178,63.20735,6.392744
2513080399412881408,143.6841,14.43804,162.6985,12.80357,480.6617,21.47655,318.6437,21.90521
2169770529534273536,122.8987,8.999989,59.33336,8.347246,175.5148,12.67852,234.0226,12.54729
1091056424328390656,104.94,7.834548,61.13824,6.979531,169.8735,10.67503,131.7778,10.07942
1147363793622296576,6863.945,70.69194,8340.336,76.26853,164078.1,11730.39,16486.71,105.3869
1938968204365817856,331.7876,5.248261,685.0901,6.675408,2903.828,17.24211,1454.479,9.127866
308558728976689152,141.8971,4.358968,46.43078,2.983946,137.7231,4.305339,136.6915,4.613684
2811466145322788864,161.2522,11.36072,120.6986,11.42362,234.7891,15.43861,219.9978,13.99378
1013481209335932928,570.897,9.758911,500.8777,8.505851,2560.91,18.45769,2030.835,15.24704
2269976453896497152,713.5428,13.99585,1246.748,15.66937,5085.056,41.96238,1440.984,17.36072
2522103816397023232,78.67636,8.954817,180.3296,9.140676,662.0132,16.19387,317.6948,14.11652
600252293236942848,370.8294,15.85544,185.4991,13.90043,805.1729,26.42174,1017.009,25.84062
2517522699622836224,11018.13,82.47191,4301.879,36.6,15446.75,134.1477,1119.719,13.06319
2165183641867544576,142.73,5.596315,117.1479,4.869117,486.3678,8.542134,343.6143,7.936851
972950181760755712,110.7001,10.10508,209.3927,8.333631,756.8812,15.66252,668.6763,17.19947
673306325089806336,3080.588,32.81079,3205.989,30.99526,13448.1,100.0445,3111.568,27.84476
622779087550703616,561.1763,11.25312,176.9318,6.770444,704.627,13.42096,620.0989,17.64034
936881527311067136,95.53978,5.999784,182.9406,5.835137,701.7808,13.75308,310.6591,9.172251
3316955077226293248,19.62262,1.97801,45.27298,1.742525,190.7759,2.610576,118.2374,2.351397
2936494641542883328,71.02692,5.536121,72.81252,5.445115,188.7143,7.964718,188.4868,7.868378
1088747453164840960,85.45663,8.93327,47.90237,7.859986,112.2611,11.76526,128.0909,12.03788
502297900236171264,56.21196,4.889818,31.91691,4.234848,78.98113,5.61822,84.84783,5.882434
393049596911183872,99.86073,2.35027,278.9562,2.934425,956.2443,5.600202,329.3289,2.807112
1550382089956780032,268.9709,15.44129,271.4026,12.73599,1268.191,26.93466,1537.084,29.7037
549594217790334976,218.7324,4.369924,505.8112,5.494184,1826.617,12.13894,816.3755,6.414403
1572923178995443712,294.8192,16.97692,130.5457,15.53764,413.4928,26.05527,643.7435,26.23733
932346866564098048,166.8517,12.13291,283.0674,11.3897,1267.261,22.3632,1082.414,21.7666
1875846326881642496,89.37925,7.087763,46.08417,6.739186,175.3036,9.736,189.666,8.718737
584456164285114368,1097.839,17.09361,364.6638,12.50849,1627.747,26.47431,3161.461,30.81726
2723577782616483840,1000.866,13.24906,974.8807,11.21332,3278.345,24.75089,907.5422,10.6395
1002213138390607872,1030.499,18.42098,158.5034,10.21366,797.8468,19.33614,1028.453,20.83676
1790344454129870848,1053.201,12.47184,1788.409,15.56817,6229.974,42.03598,2803.249,18.71093
378302677114710016,319.9759,13.51064,1358.307,19.13412,4808.221,42.74367,1715.968,18.45583
2248458180717733888,571.0457,13.67737,1213.017,15.53976,5363.947,39.77324,4444.165,28.44792
1616840421097367552,824.7408,15.80601,1229.181,16.46846,5408.188,46.87559,3118.909,25.91879
458396598636931072,85.21669,5.156185,53.95181,4.279678,175.9189,6.142376,246.5784,6.915007
1490767119892113408,114.5978,7.601598,23.47178,4.66946,92.60556,6.775702,48.79398,8.095377
2032259567345231872,216.2393,15.12216,149.4475,13.30606,667.6162,24.09348,833.6276,25.18627
2032266989048719360,1246.71,14.21406,1490.277,13.94163,5743.216,38.52542,1624.921,13.66968
489768415196637184,132.8862,9.77773,70.10115,9.01135,183.1857,13.2668,278.3137,13.53106
1047220273071286272,228.4237,9.226475,160.6909,8.766706,368.5282,13.54654,279.0559,12.22683
3128947660417951744,13156.49,97.18898,4300.242,39.55522,16343.5,113.2359,2859.94,26.10088
2837371745999022080,162.7762,3.310022,31.01513,2.312289,161.4671,3.35391,161.9441,3.279806
861468222812088320,221.2672,15.52543,118.2206,14.03254,246.12,21.25212,245.8423,20.50525
689115099297769472,164.2781,11.10093,135.2112,8.263153,527.9299,15.82728,502.3858,17.68471
404249224398530560,106.3675,7.587248,36.77844,6.611171,117.4972,8.851816,95.3795,8.153082
2026722152060839936,231.1316,14.28234,102.2334,12.30596,486.9748,23.32933,786.7202,23.82556
466276799832156160,56.94225,3.458305,78.86182,3.102762,613.2037,5.273972,568.6232,5.047607
773660953769175040,276.6197,13.35209,223.1246,12.64592,663.1437,21.34266,559.9866,19.87522
1007692554554075136,83.02628,7.226422,48.51385,6.569545,127.5425,9.351295,96.91234,8.585531
989688322903271424,77.36827,8.230618,133.1039,6.900953,677.5945,12.54008,444.0481,11.96886
2936489968618465280,73.50528,5.382799,32.34181,4.172237,73.85476,5.470798,82.20657,5.968642
369300430410246144,44.30309,4.461651,19.25129,3.210367,45.91686,4.477952,64.70358,5.387369
1073092602833692672,505.7034,14.54798,127.7487,11.03467,423.9428,17.03709,580.7912,16.4526
1606776865073162240,74.1441,9.403006,170.5236,9.186022,714.7249,17.41828,393.6058,15.97105
471803769353431040,84.33503,5.1608,360.2154,6.13528,1589.32,13.20603,627.2377,8.062257
2511990783205206016,144.2286,12.17383,73.00336,9.696853,257.7723,16.53114,319.3564,18.14705
523604786499577856,2055.715,14.72725,762.2938,7.582889,2218.36,13.58418,205.7148,3.451392
2967885142183405568,30.09905,2.429285,19.74608,2.077545,97.4052,3.075094,103.6315,3.193137
2995015323800856576,61.82277,3.742837,372.3912,5.611907,1385.206,12.57217,579.8856,6.865386
443686783885010944,40.31791,2.35097,30.52315,1.983529,129.983,2.695805,115.3744,2.782122
1853365720646182912,73.53744,11.83241,49.76458,6.844825,388.5344,13.86732,706.5307,23.96221
2103338861567436800,2297.143,19.0742,347.0775,7.745147,1482.961,15.72347,1050.356,12.6205
1192492422257469440,250.9652,8.880115,94.06337,7.122569,329.6029,10.92229,257.9494,9.687901
2237265707521828864,184.1254,13.66364,77.00825,11.01353,250.1758,18.25682,313.8684,19.1542
540450405474134016,89.32164,6.629922,69.05942,5.908087,160.5826,6.707806,85.62514,6.274942
2908249006100473856,39.23356,4.143049,22.68861,3.468052,76.60703,4.828938,81.91714,5.251641
3302377479049603072,315.4085,3.867943,275.602,3.469133,988.5997,6.842461,328.0672,3.583527
2581785855748237312,109.7094,5.836342,73.4275,4.849841,221.9537,7.125864,351.4519,8.214744
457273998087055360,357.2132,5.742441,101.4011,3.830636,366.2432,5.874212,409.1099,5.893034
1217109386632128512,123.3203,12.79883,63.71803,10.14959,185.8449,16.59362,249.4008,19.00932
2024410153431885824,58.81107,6.844104,37.61586,5.708211,105.2566,8.479108,122.8866,9.242718
2553597950219544576,1533.011,14.98869,749.3788,8.545527,2399.174,18.99033,395.547,5.479689
643052987270326272,2969.591,24.72268,4203.848,28.08344,16946.53,103.8517,8326.551,39.74136
1178834840502429696,4662.001,45.89203,2019.77,22.90365,6348.095,57.30968,766.4092,11.5314
2027888188705499136,73.96794,5.395071,45.83487,4.585697,179.2886,7.507959,229.0562,8.208973
1007796733280806912,65.63897,6.985142,66.6058,7.247087,155.6277,10.31573,187.5968,10.01271
1501968664042170368,1271.243,21.72768,1636.342,21.70131,6149.114,50.96084,2882.77,27.63538
2912757004495775744,1704.267,15.27602,2891.352,22.1414,9654.487,66.15636,3322.639,17.91602
532572678532392960,48.20422,4.203691,42.46762,3.857178,109.5187,4.742746,117.0291,4.98629
503287185454163968,176.0314,12.16169,126.1171,11.12473,380.8809,18.23789,307.4327,17.04857
1057284103302309888,158.6263,6.561438,1240.925,12.83537,5799.539,40.33777,2790.235,19.55161
527064949625743360,397.0413,9.734199,53.31718,6.877068,339.9698,12.17519,579.7974,12.46778
594512843009714176,797.8801,8.640388,89.22804,4.921958,556.9174,8.936457,1051.947,9.987796
3001653070900783104,161.6243,9.753291,54.38554,8.684743,260.5184,14.73694,340.0758,14.16312
462750389754685440,279.4177,19.65591,151.6064,15.26537,589.9675,26.33046,1351.727,32.58574
1875888932957218816,37.11278,6.898936,79.60676,6.779318,226.7513,10.04361,165.645,10.3741
396403383763757056,55.38512,7.885001,50.1454,7.738419,201.0143,11.27118,225.9397,11.16924
3105268577716955136,126.7982,5.985287,29.01049,3.939756,68.31363,5.276338,90.12407,6.104788
310798708973266944,70.76586,6.268432,40.38296,5.109986,140.0416,8.346046,155.3085,8.864351
601270715932502016,88.7822,9.827951,64.62541,9.50408,183.0829,13.808,135.8652,12.203
1826362537805899776,41.32278,7.946098,50.71491,6.686872,317.5425,12.00575,239.3056,11.9712
3242677844140124160,118.8471,10.59201,74.31921,8.058222,187.6475,11.87127,163.4656,13.34542
968317389500344320,93.51083,9.730795,74.23348,8.233102,148.1751,11.85394,67.37181,11.57477
334451398982789120,164.1029,6.409432,214.0816,5.719694,776.2706,9.375949,438.3347,8.057228
2475887489911384064,91.32575,9.3468,59.40524,8.636283,181.6204,13.84243,300.6671,14.71106
624967395047401472,69.69997,5.269759,45.12333,5.37572,111.7822,7.222983,104.7248,6.239869
625000380396234752,151.7438,7.324663,713.1404,9.089782,3564.81,24.66689,1704.94,15.46726
629436910653171712,690.1848,14.18314,213.9388,15.11454,591.527,16.25727,451.8427,14.3288
863585057539909632,47.16491,6.526983,66.66055,5.609068,301.6982,9.860383,186.4405,9.843291
884974133237016576,95.30748,9.45716,61.70026,8.139001,162.0215,12.23262,180.162,12.88103
564120695924090880,201.2907,6.807603,128.325,5.192445,632.7863,9.622921,430.8555,9.043493
2443294946959058944,162.2824,13.8099,73.72364,11.43146,192.5704,17.45248,206.2247,18.08258
516841415834101760,151.9955,6.442382,649.8162,7.704201,3188.932,20.85046,1394.847,11.76704
517967865496758272,767.9733,12.77099,583.1999,10.05023,1815.267,18.76092,644.0153,11.18216
2551402500326451200,1148.948,10.2184,521.15,5.849832,1884.265,12.39444,218.7063,3.53094
646322386253146112,290.1295,28.92386,249.4755,24.78455,1018.766,52.65537,2150.149,60.12544
661045391185176576,29.53423,3.518552,38.35725,4.011939,120.0485,5.572138,195.5488,5.122423
594578813707380736,105.352,5.660788,39.83431,4.848484,134.2088,6.868219,180.0612,6.978769
2647137254195095552,89.33123,2.946142,278.6464,3.501388,1234.829,7.69404,403.3908,4.273544
2650401704670947328,1052.956,18.40654,2926.318,31.44029,12125.8,101.6111,4845.217,38.11273
585575742083983360,135.2468,3.800498,76.35136,2.820821,251.8301,3.637156,53.95197,2.469164
585621371816536064,46.30285,2.933027,245.9776,4.979963,2279.313,21.74593,803.074,9.16296
586662884843481088,108.7206,9.814807,85.28259,8.776263,179.7516,12.23596,155.4072,12.26484
586676353860921344,6729.555,54.59995,928.8184,15.54624,3834.808,39.84819,2136.215,26.24652
893009090190534656,138.2802,4.952506,50.6273,3.435012,164.1876,4.891407,78.28135,4.595936
2237199187068348416,212.0179,16.22747,914.5603,18.12823,3774.398,39.88626,2802.572,32.3799
731837999058282496,114.9052,9.674129,57.69132,7.554173,302.0363,12.0144,595.5143,14.2376
1436805012457023488,2802.678,26.38851,921.8132,11.41701,2819.223,26.41372,210.3562,4.953124
2521035364345341952,100.8902,5.283603,32.42779,4.099648,86.78221,5.780324,108.0469,6.009108
3118903071439087616,10957.91,64.68716,2728.549,19.74413,8754.15,54.92374,574.0336,5.417384
482008611900385280,71.53205,6.895496,34.75086,6.742038,153.5443,9.806324,213.8211,9.370986
841119285903386624,311.3846,14.25388,439.8564,12.1922,2057.022,26.99559,1051.812,21.05009
1833070659740133376,88.74886,9.043319,52.34406,8.743365,169.2189,14.01536,217.4963,13.44012
1489621149015894016,156.7305,11.53851,369.9953,11.59493,2021.783,26.88918,1403.095,22.87877
1792554197892229120,71.22566,6.471395,114.3835,6.423091,345.9566,10.55437,276.9063,10.39617
488732400415696896,43.36893,4.053061,30.17632,4.002848,94.28511,5.856572,106.5497,5.402808
2016615997343033344,78.20817,5.792908,57.08677,5.991085,146.7261,8.852008,222.1381,8.506352
2551441532989237248,52.36721,3.918492,80.34161,3.396844,379.9902,6.228052,251.7317,5.793656
2928594919838738432,89.25125,7.093899,22.78214,3.475621,47.67188,4.332805,42.46384,5.756762
2933035853007579136,108.0444,10.69452,77.4583,10.45497,113.1519,13.52438,120.3634,13.80293
852339802131949568,76.21757,6.778818,581.3502,8.841527,3564.034,28.46706,2264.24,18.42705
2740480569619015680,175.4861,9.932523,103.3544,9.676875,321.6004,16.21832,682.0347,17.00184
2814783372306442240,81.09055,9.203988,50.02194,7.786806,155.1755,12.12668,161.7245,12.69609
635037546463651840,206.9172,7.54699,126.6537,7.047484,389.5372,11.74236,428.9828,11.21498
636175266137270272,152.3978,13.32883,89.7747,11.3795,355.8801,20.30526,455.8994,21.64821
2504134497730062336,117.8674,9.158916,69.882,7.398103,190.234,11.72325,166.8004,12.12974
2821646523903797248,38.75773,7.169377,59.89264,6.793521,112.8104,8.756188,69.03981,8.81484
744367759026055168,633.1899,11.6965,1147.451,13.16257,4687.902,31.60018,3092.075,21.65969
2662849274802366464,104.0799,8.421844,103.2847,8.437593,205.6774,11.88708,137.9651,10.7373
506771263444772864,74.68004,2.679223,246.7569,3.265968,1082.922,8.307508,457.0209,4.152081
2256389512793974784,48.35786,8.168126,39.17542,7.367363,68.34614,9.587364,78.72341,9.981043
751129480658970624,124.3489,9.68077,85.57474,8.467617,255.7248,13.3987,300.8698,14.03831
2169651782278473728,56.60282,6.616122,40.25194,5.619993,91.30737,7.363786,110.4662,8.302367
340102614291081216,93.20426,9.756422,49.6379,8.691783,129.6472,12.57309,163.0505,12.92455
2568210460239226880,77.72681,8.394173,34.5049,6.879855,90.4764,10.42651,64.37513,9.991211
2394808133173143552,86.76347,10.4767,42.62683,8.303555,120.1023,12.62957,162.4303,14.59871
439203799882557440,2370.675,12.18217,439.3545,4.707479,1524.996,8.381107,1176.798,6.747539
551806160559171584,58.78199,3.961234,49.96962,3.979652,156.3383,5.816917,99.56056,4.930446
2366723311959828480,3972.619,36.45327,1664.396,17.13765,5655.418,42.46071,664.9387,9.324214
606913409941792768,322.488,10.31878,357.5612,8.729194,1833.768,17.13592,1659.211,16.4024
815291208346658816,84.98193,5.567166,105.3115,4.76691,648.1239,8.820403,499.4438,8.0841
2908248731222566912,59.3093,6.765017,41.38522,6.641669,105.1346,9.412311,106.9596,8.885776
2112230081572136960,70.05108,5.374682,33.80684,4.978065,159.3696,6.761344,202.9392,6.735823
2223789267857991680,26469.81,298.396,4141.521,42.4416,14215.46,142.5868,289.1529,4.912669
2519876762003859456,253.1707,5.473443,143.4013,4.0468,522.7062,6.220604,291.0413,5.166673
2168539076444055552,220.357,5.071107,441.7253,5.410116,1973.538,14.80908,739.242,7.017831
2053798718813005824,2095.57,20.35943,369.7966,7.773743,1413.031,15.68332,1416.562,15.27208
1468308218911418368,34.57538,3.912603,107.2656,3.629049,569.126,7.622943,244.7312,6.436774
403174451732047872,116.4139,8.2058,62.83074,6.525449,176.267,9.942819,181.4158,10.78785
2446636087901186048,65.45517,6.591963,42.93926,6.13694,130.0619,9.104556,182.8683,9.376645
2581864195951716352,80.87791,6.350742,54.23932,6.200114,167.6142,9.317169,272.1594,9.759957
2937625489285605376,101.2242,5.168997,64.67158,4.012856,198.5811,7.109439,200.3587,7.43365
1029194606295672832,71.71195,8.457321,67.71734,8.08779,214.9987,12.84714,216.733,12.67977
2179902529335224320,124.6991,10.05816,148.1255,9.36533,854.4304,20.11884,658.5085,18.8017
1071924646573533184,3576.736,39.99513,3131.999,33.01151,14658.14,113.2659,6027.313,43.51908
637379506465695744,61.03,5.052911,38.45169,4.324553,88.22795,6.07923,84.88641,6.283986
867004539205609472,285.2198,9.87205,1184.96,14.68531,4815.82,42.02757,2125.447,20.57187
2663960881091602432,49.40434,5.719398,27.46729,3.49195,82.03693,4.828684,162.226,6.982803
511315545002371072,131.0208,4.169468,379.5331,4.916533,2319.945,13.88994,1099.545,8.316034
954784056501889024,185.2964,10.56838,1503.791,18.19884,5445.538,40.89663,3524.158,25.58188
2968034675764783104,348.8553,3.58433,93.16865,2.299038,356.2196,3.748603,398.4602,3.813112
2559271980427667456,137.6838,12.32706,53.41529,10.38837,211.0105,17.59191,387.6001,18.91314
2808024949141301248,1056.125,20.98259,547.9821,14.16848,2757.45,36.38517,1791.251,29.00412
3161608927930509312,64.46188,3.994913,128.47,3.946022,517.2263,5.940312,252.1562,5.156324
313129123717343232,6074.062,54.65727,3250.791,29.74171,10285.94,80.75294,1743.394,16.68957
2523303939143657472,33.23483,6.573729,67.97672,6.458127,204.4795,10.56487,154.8549,10.79103
871556517411710976,165.9937,5.398224,1454.864,12.99243,7645.03,49.26654,3082.557,20.6871
2923967626612860928,5955.773,61.29473,5045.405,46.65491,20515.44,167.3524,3280.528,33.42966
3118861564875139072,240.6829,4.908908,794.4638,8.012039,2901.117,20.71178,1352.651,10.121
459528545874503680,118.9922,8.24458,66.30856,7.163455,313.6648,12.45674,444.3672,12.99403
1490802579142109184,518.0255,13.1363,208.1822,9.073393,802.7048,17.9275,1283.605,20.33941
1792555572281763840,50.58071,7.435511,76.73728,7.250838,323.3768,12.75683,248.5654,12.41647
403172252708792320,1747.754,16.27293,1590.645,14.55834,6157.592,40.9006,1430.799,11.60389
1178913180705908736,52.71618,9.253469,108.1283,8.183214,539.2323,16.47119,281.6805,16.29306
854639156091971584,2533.271,34.36806,1124.234,20.35288,4484.596,45.4299,5424.823,44.58119
2446726797610477568,37.99915,3.637716,13.37025,2.110097,23.5131,2.183218,32.91954,2.946197
2241827301035632640,18090.39,126.3938,6055.725,48.2534,18303.38,117.55,1406.264,13.22645
532568280485881856,52.92944,9.884954,39.41138,6.502235,66.66611,8.118797,75.40034,11.53296
516823823648057344,60.98762,6.070953,30.72988,5.599569,66.3187,6.648406,92.53404,6.79232
1072029649933985792,164.9912,10.9222,168.9137,9.434568,705.3979,18.33296,734.1726,19.34416
2169641611795916800,40.51833,4.911006,23.6398,3.816145,131.3323,5.967343,98.23698,6.378722
